profile_id,year,week,position,passing_completions,passing_attemps,passing_yards,passing_touchdowns,interceptions,rushing_attemps,rushing_yards,rushing_touchdowns,receiving_yards,receptions,receiving_touchdowns,fumbles_lost
310,2018,1,QB,21,43,251,0,1,2,8,0,0,0,0,0
310,2018,2,QB,23,28,272,2,1,4,18,2,0,0,0,0
310,2018,3,QB,26,35,374,5,0,4,12,0,0,0,0,0
310,2018,4,QB,29,39,419,3,0,2,5,0,0,0,0,0
310,2018,5,QB,26,38,285,1,0,1,10,0,0,0,0,1
310,2018,6,QB,31,41,355,3,0,1,13,0,0,0,0,0
310,2018,7,QB,31,39,379,1,0,2,1,0,0,0,0,0
310,2018,9,QB,26,38,350,4,1,0,0,0,0,0,0,0
310,2018,10,QB,38,52,330,2,0,3,13,0,0,0,0,1
310,2018,11,QB,24,34,291,1,1,1,1,0,0,0,0,0
310,2018,12,QB,35,47,377,2,1,2,16,0,0,0,0,1
310,2018,13,QB,16,26,131,1,0,2,4,0,0,0,0,1
310,2018,14,QB,28,42,262,3,1,1,0,0,0,0,0,0
310,2018,15,QB,22,36,231,2,0,3,18,1,0,0,0,0
310,2018,16,QB,15,26,239,3,0,1,-1,0,0,0,0,1
310,2018,17,QB,31,44,378,2,1,4,7,0,0,0,0,0
310,2017,1,QB,21,30,321,1,0,3,11,0,0,0,0,0
310,2017,2,QB,19,28,252,1,0,1,8,0,0,0,0,0
310,2017,3,QB,24,35,294,2,3,1,-1,0,0,0,0,0
310,2017,4,QB,24,42,242,1,2,1,8,0,0,0,0,1
310,2017,6,QB,24,35,248,1,1,0,0,0,0,0,0,0
310,2017,7,QB,23,33,233,1,0,3,37,0,0,0,0,0
310,2017,8,QB,18,29,254,2,0,6,17,0,0,0,0,2
310,2017,9,QB,24,38,313,2,1,1,-1,0,0,0,0,0
310,2017,10,QB,22,29,215,2,1,0,0,0,0,0,0,0
310,2017,11,QB,19,27,195,2,0,3,12,0,0,0,0,0
310,2017,12,QB,26,35,317,1,0,1,1,0,0,0,0,0
310,2017,13,QB,16,29,173,0,0,1,1,0,0,0,0,0
310,2017,14,QB,15,27,221,1,3,3,0,0,0,0,0,0
310,2017,15,QB,17,31,212,1,0,3,29,0,0,0,0,0
310,2017,16,QB,22,36,288,1,1,2,7,0,0,0,0,0
310,2017,17,QB,28,45,317,1,0,3,14,0,0,0,0,0
310,2016,1,QB,27,39,334,2,0,3,10,0,0,0,0,0
310,2016,2,QB,26,34,396,3,1,0,0,0,0,0,0,0
310,2016,3,QB,20,30,240,2,0,5,23,0,0,0,0,0
310,2016,4,QB,28,37,503,4,1,4,14,0,0,0,0,0
310,2016,5,QB,15,28,267,1,0,3,3,0,0,0,0,0
310,2016,6,QB,27,42,335,3,1,1,2,0,0,0,0,1
310,2016,7,QB,22,34,273,1,1,3,8,0,0,0,0,0
310,2016,8,QB,28,35,288,3,0,2,9,0,0,0,0,0
310,2016,9,QB,25,34,344,4,0,2,0,0,0,0,0,1
310,2016,10,QB,18,33,267,1,1,0,0,0,0,0,0,0
310,2016,12,QB,26,34,269,2,1,4,15,0,0,0,0,0
310,2016,13,QB,22,34,297,1,1,3,23,0,0,0,0,0
310,2016,14,QB,18,28,237,3,0,0,0,0,0,0,0,0
310,2016,15,QB,17,23,286,2,0,1,-1,0,0,0,0,0
310,2016,16,QB,27,33,277,2,0,2,9,0,0,0,0,0
310,2016,17,QB,27,36,331,4,0,2,2,0,0,0,0,0
310,2015,1,QB,23,34,298,2,2,5,7,0,0,0,0,0
310,2015,2,QB,30,46,363,1,0,1,-1,0,0,0,0,0
310,2015,3,QB,24,36,285,2,0,2,17,0,0,0,0,0
310,2015,4,QB,19,27,256,1,0,1,-1,0,0,0,0,0
310,2015,5,QB,24,42,254,0,2,3,20,0,0,0,0,1
310,2015,6,QB,30,44,295,2,0,4,10,0,0,0,0,1
310,2015,7,QB,22,38,251,1,2,2,-3,0,0,0,0,0
310,2015,8,QB,37,45,397,2,1,3,2,0,0,0,0,1
310,2015,9,QB,30,45,303,1,0,1,2,0,0,0,0,0
310,2015,11,QB,25,46,280,3,3,2,7,0,0,0,0,0
310,2015,12,QB,22,31,230,1,2,1,-1,0,0,0,0,0
310,2015,13,QB,30,45,269,1,1,1,4,0,0,0,0,0
310,2015,14,QB,22,34,224,0,1,1,-1,0,0,0,0,1
310,2015,15,QB,22,35,246,1,1,3,0,0,0,0,0,0
310,2015,16,QB,23,30,306,1,0,6,1,0,0,0,0,1
310,2015,17,QB,24,36,334,2,1,0,0,0,0,0,0,0
310,2014,1,QB,31,43,448,3,0,3,15,0,0,0,0,0
310,2014,2,QB,24,44,231,1,3,3,28,0,0,0,0,0
310,2014,3,QB,21,24,286,3,0,1,2,0,0,0,0,0
310,2014,4,QB,25,41,298,3,2,2,2,0,0,0,0,0
310,2014,5,QB,29,45,316,1,1,0,0,0,0,0,0,0
310,2014,6,QB,19,37,271,1,1,1,-1,0,0,0,0,0
310,2014,7,QB,29,44,228,1,0,1,7,0,0,0,0,1
310,2014,8,QB,20,27,228,2,1,1,6,0,0,0,0,0
310,2014,10,QB,20,31,219,1,0,3,9,0,0,0,0,0
310,2014,11,QB,31,45,268,1,0,1,4,0,0,0,0,0
310,2014,12,QB,27,43,273,2,1,2,6,0,0,0,0,1
310,2014,13,QB,30,41,361,2,1,3,4,0,0,0,0,0
310,2014,14,QB,24,39,375,4,1,2,23,0,0,0,0,0
310,2014,15,QB,26,37,310,2,1,3,27,0,0,0,0,0
310,2014,16,QB,30,40,322,1,0,2,7,0,0,0,0,0
310,2014,17,QB,29,47,260,0,2,1,6,0,0,0,0,0
310,2013,1,QB,25,38,304,2,1,1,12,0,0,0,0,0
310,2013,2,QB,33,43,374,2,0,0,0,0,0,0,0,0
310,2013,3,QB,23,38,231,2,1,0,0,0,0,0,0,0
310,2013,4,QB,34,54,421,2,1,0,0,0,0,0,0,0
310,2013,5,QB,36,45,319,2,0,0,0,0,0,0,0,1
310,2013,7,QB,20,26,273,3,0,3,-12,0,0,0,0,0
310,2013,8,QB,34,61,301,1,4,1,13,0,0,0,0,0
310,2013,9,QB,20,27,219,1,3,2,2,0,0,0,0,0
310,2013,10,QB,23,36,172,1,0,3,15,0,0,0,0,0
310,2013,11,QB,19,36,254,2,2,0,0,0,0,0,0,0
310,2013,12,QB,30,39,292,0,0,2,10,0,0,0,0,0
310,2013,13,QB,28,47,311,1,0,2,17,0,0,0,0,1
310,2013,14,QB,20,35,206,2,1,0,0,0,0,0,0,1
310,2013,15,QB,29,38,210,1,1,1,-1,0,0,0,0,1
310,2013,16,QB,37,48,348,2,2,0,0,0,0,0,0,0
310,2013,17,QB,28,40,280,2,1,2,-1,0,0,0,0,0
310,2012,1,QB,23,31,299,3,0,3,25,1,0,0,0,0
310,2012,2,QB,24,36,219,2,0,6,19,0,0,0,0,0
310,2012,3,QB,30,40,275,3,1,1,4,0,0,0,0,0
310,2012,4,QB,25,40,369,3,1,0,0,0,0,0,0,0
310,2012,5,QB,34,52,345,2,1,5,7,0,0,0,0,1
310,2012,6,QB,24,37,249,1,3,1,15,0,0,0,0,0
310,2012,8,QB,22,29,262,3,0,3,18,0,0,0,0,0
310,2012,9,QB,24,34,342,0,0,1,8,0,0,0,0,0
310,2012,10,QB,34,52,411,3,1,2,2,0,0,0,0,0
310,2012,11,QB,28,46,301,0,5,3,-3,0,0,0,0,0
310,2012,12,QB,26,32,353,1,1,1,13,0,0,0,0,1
310,2012,13,QB,18,33,165,1,0,3,-2,0,0,0,0,0
310,2012,14,QB,34,49,342,2,1,0,0,0,0,0,0,0
310,2012,15,QB,23,28,270,3,0,1,-1,0,0,0,0,0
310,2012,16,QB,25,32,279,4,0,2,25,0,0,0,0,0
310,2012,17,QB,28,44,238,1,0,2,11,0,0,0,0,0
310,2011,1,QB,31,47,319,0,1,0,0,0,0,0,0,1
310,2011,2,QB,17,28,195,4,2,4,6,0,0,0,0,0
310,2011,3,QB,26,47,330,1,1,1,12,0,0,0,0,2
310,2011,4,QB,28,42,291,1,0,4,26,0,0,0,0,0
310,2011,5,QB,18,32,167,1,2,3,9,0,0,0,0,0
310,2011,6,QB,14,22,163,1,0,3,7,1,0,0,0,0
310,2011,7,QB,20,34,218,1,2,3,2,1,0,0,0,0
310,2011,9,QB,14,24,275,3,1,2,0,0,0,0,0,0
310,2011,10,QB,29,52,351,2,1,1,9,0,0,0,0,0
310,2011,11,QB,22,32,316,1,0,6,3,0,0,0,0,0
310,2011,12,QB,27,34,262,3,0,4,3,0,0,0,0,0
310,2011,13,QB,20,47,267,1,2,1,10,0,0,0,0,0
310,2011,14,QB,22,38,320,4,0,3,0,0,0,0,0,0
310,2011,15,QB,19,26,224,3,0,0,0,0,0,0,0,0
310,2011,16,QB,34,52,373,1,0,2,-3,0,0,0,0,0
310,2011,17,QB,6,9,106,2,0,0,0,0,0,0,0,0
310,2010,1,QB,27,44,252,0,1,2,4,0,0,0,0,0
310,2010,2,QB,21,32,225,3,0,6,6,0,0,0,0,1
310,2010,3,QB,19,30,228,2,0,6,26,0,0,0,0,0
310,2010,4,QB,26,43,273,1,2,4,15,0,0,0,0,0
310,2010,5,QB,16,28,187,1,0,5,5,0,0,0,0,1
310,2010,6,QB,23,42,250,2,1,1,3,0,0,0,0,1
310,2010,7,QB,24,33,299,3,1,1,5,0,0,0,0,0
310,2010,9,QB,24,36,235,1,0,3,5,0,0,0,0,0
310,2010,10,QB,32,50,316,3,0,1,5,0,0,0,0,0
310,2010,11,QB,26,39,253,2,0,1,8,0,0,0,0,0
310,2010,12,QB,24,28,197,1,0,0,0,0,0,0,0,0
310,2010,13,QB,18,36,205,2,2,3,-3,0,0,0,0,0
310,2010,14,QB,20,34,227,1,1,1,4,0,0,0,0,0
310,2010,15,QB,20,35,174,3,1,6,6,0,0,0,0,0
310,2010,16,QB,15,29,148,1,0,4,26,0,0,0,0,0
310,2010,17,QB,22,32,236,2,0,2,7,0,0,0,0,0
310,2009,1,QB,22,36,229,2,0,3,-4,0,0,0,0,0
310,2009,2,QB,21,27,220,3,1,2,3,0,0,0,0,0
310,2009,3,QB,17,28,199,0,0,1,-1,0,0,0,0,0
310,2009,5,QB,22,32,329,2,1,2,3,1,0,0,0,0
310,2009,6,QB,19,33,185,2,2,3,8,0,0,0,0,0
310,2009,7,QB,19,35,198,2,2,1,6,0,0,0,0,1
310,2009,8,QB,19,42,289,1,3,3,9,0,0,0,0,0
310,2009,9,QB,17,24,135,1,1,5,6,0,0,0,0,0
310,2009,10,QB,22,41,224,1,2,2,4,0,0,0,0,0
310,2009,11,QB,26,46,268,2,0,5,14,0,0,0,0,1
310,2009,12,QB,2,3,15,0,0,0,0,0,0,0,0,0
310,2009,15,QB,16,34,152,1,0,2,-2,0,0,0,0,0
310,2009,16,QB,18,35,250,3,0,0,0,0,0,0,0,0
310,2009,17,QB,23,35,223,2,2,1,3,0,0,0,0,0
310,2008,1,QB,9,13,161,1,0,5,-2,0,0,0,0,0
310,2008,2,QB,13,33,158,0,2,6,10,0,0,0,0,0
310,2008,3,QB,12,18,192,1,0,1,15,0,0,0,0,0
310,2008,4,QB,21,41,158,0,0,2,11,0,0,0,0,0
310,2008,5,QB,16,26,194,2,1,4,16,0,0,0,0,0
310,2008,6,QB,22,30,301,1,0,1,1,0,0,0,0,0
310,2008,8,QB,23,44,277,2,2,1,4,0,0,0,0,0
310,2008,9,QB,17,22,220,2,0,4,1,0,0,0,0,1
310,2008,10,QB,16,23,248,2,0,2,-2,0,0,0,0,0
310,2008,11,QB,20,33,250,0,1,5,18,0,0,0,0,0
310,2008,12,QB,17,27,259,0,0,3,2,0,0,0,0,0
310,2008,13,QB,17,23,207,2,0,4,-3,0,0,0,0,0
310,2008,14,QB,24,33,315,1,1,4,13,1,0,0,0,0
310,2008,15,QB,15,23,206,0,2,6,19,0,0,0,0,0
310,2008,16,QB,13,24,134,1,0,3,2,0,0,0,0,0
310,2008,17,QB,10,21,160,1,2,4,-1,0,0,0,0,0
941,2013,1,RB,0,0,0,0,0,12,36,1,35,0,12,0
941,2013,2,RB,0,0,0,0,0,13,36,0,9,0,14,1
941,2013,4,RB,0,0,0,0,0,5,17,0,0,0,7,0
941,2013,5,RB,0,0,0,0,0,27,74,2,28,0,7,1
941,2013,6,RB,0,0,0,0,0,14,34,0,15,0,11,0
941,2013,7,RB,0,0,0,0,0,15,45,0,27,0,13,0
941,2013,9,RB,0,0,0,0,0,11,17,0,21,0,5,0
941,2013,10,RB,0,0,0,0,0,18,30,0,26,0,5,0
941,2013,11,RB,0,0,0,0,0,25,131,1,17,0,47,0
941,2013,12,RB,0,0,0,0,0,16,30,0,-3,0,7,0
941,2013,13,RB,0,0,0,0,0,12,32,0,38,0,9,0
941,2013,14,RB,0,0,0,0,0,17,67,0,42,0,12,0
941,2013,15,RB,0,0,0,0,0,12,56,0,8,0,19,0
941,2013,16,RB,0,0,0,0,0,11,40,0,23,0,8,0
941,2013,17,RB,0,0,0,0,0,6,15,0,35,0,5,0
941,2012,1,RB,0,0,0,0,0,10,68,2,25,0,16,0
941,2012,2,RB,0,0,0,0,0,16,99,0,53,0,43,0
941,2012,3,RB,0,0,0,0,0,20,101,1,49,0,15,0
941,2012,4,RB,0,0,0,0,0,18,49,0,47,0,10,0
941,2012,5,RB,0,0,0,0,0,17,102,0,16,0,37,0
941,2012,6,RB,0,0,0,0,0,16,63,2,43,0,12,0
941,2012,7,RB,0,0,0,0,0,9,42,0,12,0,17,0
941,2012,9,RB,0,0,0,0,0,25,98,1,6,0,11,0
941,2012,10,RB,0,0,0,0,0,13,35,1,33,0,7,0
941,2012,11,RB,0,0,0,0,0,20,40,0,53,0,8,0
941,2012,12,RB,0,0,0,0,0,22,97,0,67,0,16,0
941,2012,13,RB,0,0,0,0,0,12,78,1,5,0,34,0
941,2012,14,RB,0,0,0,0,0,20,121,1,15,0,46,0
941,2012,15,RB,0,0,0,0,0,12,38,0,3,0,11,0
941,2012,16,RB,0,0,0,0,0,24,107,0,51,1,19,0
941,2012,17,RB,0,0,0,0,0,3,5,0,0,0,3,0
941,2011,1,RB,0,0,0,0,0,19,107,1,42,1,36,0
941,2011,2,RB,0,0,0,0,0,13,43,0,53,1,11,0
941,2011,3,RB,0,0,0,0,0,9,81,0,83,0,53,0
941,2011,4,RB,0,0,0,0,0,25,66,1,64,0,10,0
941,2011,6,RB,0,0,0,0,0,23,101,0,60,0,27,0
941,2011,7,RB,0,0,0,0,0,8,28,0,35,0,12,1
941,2011,8,RB,0,0,0,0,0,18,63,3,36,0,12,0
941,2011,9,RB,0,0,0,0,0,18,43,1,43,0,10,0
941,2011,10,RB,0,0,0,0,0,5,27,0,54,0,11,0
941,2011,11,RB,0,0,0,0,0,20,104,2,43,0,59,0
941,2011,12,RB,0,0,0,0,0,21,59,0,24,0,10,0
941,2011,13,RB,0,0,0,0,0,29,204,1,10,0,67,0
941,2011,14,RB,0,0,0,0,0,26,103,1,46,0,19,1
941,2011,15,RB,0,0,0,0,0,10,57,0,55,0,22,0
941,2011,16,RB,0,0,0,0,0,23,87,0,48,1,11,0
941,2011,17,RB,0,0,0,0,0,24,191,2,8,0,70,0
941,2010,1,RB,0,0,0,0,0,21,43,0,19,0,7,0
941,2010,2,RB,0,0,0,0,0,16,87,0,30,0,30,0
941,2010,3,RB,0,0,0,0,0,15,80,0,16,0,25,0
941,2010,4,RB,0,0,0,0,0,8,20,0,9,0,6,0
941,2010,5,RB,0,0,0,0,0,27,133,2,26,0,18,0
941,2010,6,RB,0,0,0,0,0,28,88,0,38,0,8,0
941,2010,7,RB,0,0,0,0,0,16,72,0,1,0,14,0
941,2010,9,RB,0,0,0,0,0,22,83,0,97,0,12,0
941,2010,10,RB,0,0,0,0,0,12,59,0,43,0,13,0
941,2010,11,RB,0,0,0,0,0,19,65,1,66,0,13,0
941,2010,12,RB,0,0,0,0,0,19,82,0,47,0,16,0
941,2010,13,RB,0,0,0,0,0,9,32,0,18,0,12,0
941,2010,14,RB,0,0,0,0,0,19,54,0,66,0,16,0
941,2010,15,RB,0,0,0,0,0,31,153,1,80,1,50,0
941,2010,16,RB,0,0,0,0,0,25,92,0,0,0,11,0
941,2010,17,RB,0,0,0,0,0,20,77,1,0,0,11,0
941,2009,1,RB,0,0,0,0,0,19,108,0,12,0,22,0
941,2009,2,RB,0,0,0,0,0,8,36,0,46,0,9,0
941,2009,3,RB,0,0,0,0,0,11,48,1,27,0,9,0
941,2009,4,RB,0,0,0,0,0,11,103,0,49,0,50,0
941,2009,5,RB,0,0,0,0,0,14,69,0,74,1,21,0
941,2009,6,RB,0,0,0,0,0,10,77,2,117,0,33,0
941,2009,8,RB,0,0,0,0,0,23,84,1,24,0,17,0
941,2009,9,RB,0,0,0,0,0,12,48,1,87,0,10,0
941,2009,10,RB,0,0,0,0,0,20,89,1,15,0,19,0
941,2009,11,RB,0,0,0,0,0,20,71,0,64,0,14,0
941,2009,12,RB,0,0,0,0,0,19,88,0,67,0,19,0
941,2009,13,RB,0,0,0,0,0,14,54,0,17,0,21,1
941,2009,14,RB,0,0,0,0,0,13,166,1,53,0,59,1
941,2009,15,RB,0,0,0,0,0,16,87,0,17,0,28,0
941,2009,16,RB,0,0,0,0,0,30,141,0,14,0,16,1
941,2009,17,RB,0,0,0,0,0,14,70,0,19,0,27,0
941,2008,1,RB,0,0,0,0,0,22,64,0,19,0,10,1
941,2008,3,RB,0,0,0,0,0,5,21,0,0,0,11,0
941,2008,4,RB,0,0,0,0,0,1,0,0,0,0,0,0
941,2008,5,RB,0,0,0,0,0,0,0,0,0,0,0,0
941,2008,6,RB,0,0,0,0,0,6,23,0,64,0,7,0
941,2008,7,RB,0,0,0,0,0,7,13,0,46,0,5,0
941,2008,8,RB,0,0,0,0,0,8,64,0,37,0,19,0
941,2008,9,RB,0,0,0,0,0,21,154,0,22,0,60,0
941,2008,10,RB,0,0,0,0,0,7,17,0,2,0,8,0
941,2008,11,RB,0,0,0,0,0,8,19,0,18,0,5,0
941,2008,12,RB,0,0,0,0,0,8,7,0,42,0,9,0
941,2008,13,RB,0,0,0,0,0,11,41,0,14,0,10,0
941,2008,14,RB,0,0,0,0,0,3,31,0,9,0,21,0
2506014,2012,1,RB,0,0,0,0,0,11,32,0,0,0,11,0
2506014,2012,2,RB,0,0,0,0,0,17,42,1,0,0,15,0
2506014,2012,3,RB,0,0,0,0,0,14,80,1,1,0,25,0
2506014,2012,4,RB,0,0,0,0,0,13,103,0,68,1,27,0
2506014,2012,5,RB,0,0,0,0,0,17,64,1,2,0,13,0
2506014,2012,6,RB,0,0,0,0,0,11,33,0,6,0,9,0
2506014,2012,8,RB,0,0,0,0,0,24,58,0,6,0,11,0
2506014,2012,9,RB,0,0,0,0,0,20,102,1,0,0,43,0
2506014,2012,10,RB,0,0,0,0,0,13,15,0,0,0,9,0
2506014,2012,11,RB,0,0,0,0,0,15,46,1,0,0,10,0
2506014,2012,12,RB,0,0,0,0,0,13,17,1,13,0,9,0
2506014,2012,13,RB,0,0,0,0,0,12,83,1,7,0,35,1
2506014,2012,14,RB,0,0,0,0,0,7,14,1,0,0,5,0
2506014,2012,15,RB,0,0,0,0,0,16,52,1,9,0,14,0
2506014,2012,16,RB,0,0,0,0,0,13,41,0,16,0,22,0
2506014,2012,17,RB,0,0,0,0,0,6,18,1,0,0,17,0
2506014,2011,1,RB,0,0,0,0,0,10,100,0,40,0,53,1
2506014,2011,2,RB,0,0,0,0,0,21,114,1,32,0,61,0
2506014,2011,3,RB,0,0,0,0,0,11,20,0,0,0,9,0
2506014,2011,4,RB,0,0,0,0,0,26,70,2,18,0,21,0
2506014,2011,5,RB,0,0,0,0,0,16,56,1,0,0,15,0
2506014,2011,6,RB,0,0,0,0,0,27,139,2,8,0,33,0
2506014,2011,7,RB,0,0,0,0,0,27,122,0,0,0,50,0
2506014,2011,9,RB,0,0,0,0,0,19,71,1,7,0,15,0
2506014,2011,10,RB,0,0,0,0,0,22,96,0,10,0,21,0
2506014,2011,11,RB,0,0,0,0,0,21,100,1,9,0,35,1
2506014,2011,12,RB,0,0,0,0,0,19,60,0,4,0,10,0
2506014,2011,13,RB,0,0,0,0,0,14,44,0,0,0,16,0
2506014,2011,14,RB,0,0,0,0,0,21,76,0,0,0,13,0
2506014,2011,15,RB,0,0,0,0,0,19,61,1,4,0,16,0
2506014,2011,16,RB,0,0,0,0,0,11,39,0,36,0,7,0
2506014,2011,17,RB,0,0,0,0,0,17,172,2,0,0,81,0
2506014,2010,1,RB,0,0,0,0,0,19,42,0,7,0,7,0
2506014,2010,2,RB,0,0,0,0,0,9,75,0,0,0,21,0
2506014,2010,3,RB,0,0,0,0,0,30,114,1,11,0,32,0
2506014,2010,4,RB,0,0,0,0,0,16,50,0,28,0,27,0
2506014,2010,5,RB,0,0,0,0,0,19,140,0,0,0,55,0
2506014,2010,6,RB,0,0,0,0,0,15,45,0,4,0,9,0
2506014,2010,7,RB,0,0,0,0,0,23,121,2,23,0,36,0
2506014,2010,9,RB,0,0,0,0,0,24,107,2,0,0,19,0
2506014,2010,10,RB,0,0,0,0,0,17,39,0,0,0,8,0
2506014,2010,11,RB,0,0,0,0,0,28,131,1,-4,0,39,0
2506014,2010,12,RB,0,0,0,0,0,23,110,1,4,0,26,0
2506014,2010,13,RB,0,0,0,0,0,24,88,1,0,0,11,0
2506014,2010,14,RB,0,0,0,0,0,28,112,3,12,0,16,0
2506014,2010,15,RB,0,0,0,0,0,25,82,0,0,0,15,0
2506014,2010,16,RB,0,0,0,0,0,17,48,0,0,0,27,1
2506014,2010,17,RB,0,0,0,0,0,17,67,1,0,0,16,1
2506014,2009,1,RB,0,0,0,0,0,22,65,0,0,0,12,0
2506014,2009,2,RB,0,0,0,0,0,28,105,1,5,0,16,1
2506014,2009,3,RB,0,0,0,0,0,15,56,1,0,0,7,1
2506014,2009,5,RB,0,0,0,0,0,22,97,3,0,0,33,0
2506014,2009,6,RB,0,0,0,0,0,13,30,1,16,0,11,0
2506014,2009,7,RB,0,0,0,0,0,18,50,1,0,0,15,0
2506014,2009,8,RB,0,0,0,0,0,20,151,1,0,0,37,0
2506014,2009,9,RB,0,0,0,0,0,18,166,2,14,0,58,0
2506014,2009,10,RB,0,0,0,0,0,9,111,0,0,0,40,0
2506014,2009,12,RB,0,0,0,0,0,12,33,0,0,0,18,0
2506014,2009,15,RB,0,0,0,0,0,1,7,0,0,0,7,0
2506014,2008,1,RB,0,0,0,0,0,22,220,2,6,0,66,0
2506014,2008,2,RB,0,0,0,0,0,14,42,0,6,0,17,0
2506014,2008,3,RB,0,0,0,0,0,23,104,3,0,0,38,0
2506014,2008,4,RB,0,0,0,0,0,18,56,0,-1,0,10,0
2506014,2008,5,RB,0,0,0,0,0,26,121,1,0,0,22,0
2506014,2008,6,RB,0,0,0,0,0,25,54,0,0,0,23,0
2506014,2008,8,RB,0,0,0,0,0,17,58,0,0,0,22,0
2506014,2008,9,RB,0,0,0,0,0,31,139,0,0,0,16,0
2506014,2008,10,RB,0,0,0,0,0,27,96,1,0,0,20,0
2506014,2008,11,RB,0,0,0,0,0,25,81,2,0,0,28,0
2506014,2008,12,RB,0,0,0,0,0,24,117,4,0,0,19,0
2506014,2008,13,RB,0,0,0,0,0,31,120,0,0,0,15,1
2506014,2008,14,RB,0,0,0,0,0,18,61,1,0,0,26,0
2506014,2008,15,RB,0,0,0,0,0,32,152,1,30,0,22,0
2506014,2008,16,RB,0,0,0,0,0,19,70,1,0,0,13,0
2506014,2008,17,RB,0,0,0,0,0,25,208,1,0,0,70,1
2506014,2007,1,RB,0,0,0,0,0,10,41,0,0,0,11,0
2506014,2007,2,RB,0,0,0,0,0,1,3,0,14,0,3,0
2506014,2007,3,RB,0,0,0,0,0,4,12,0,0,0,9,0
2506014,2007,4,RB,0,0,0,0,0,2,-2,0,0,0,0,1
2506014,2007,5,RB,0,0,0,0,0,10,147,1,0,0,74,0
2506014,2007,6,RB,0,0,0,0,0,5,8,0,0,0,2,0
2506014,2007,8,RB,0,0,0,0,0,4,10,0,0,0,5,0
2506014,2007,9,RB,0,0,0,0,0,1,-3,0,0,0,-3,0
2506014,2007,10,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2007,11,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2007,12,RB,0,0,0,0,0,2,2,0,0,0,1,0
2506014,2007,13,RB,0,0,0,0,0,7,16,0,0,0,4,0
2506014,2007,14,RB,0,0,0,0,0,2,1,0,0,0,2,0
2506014,2007,15,RB,0,0,0,0,0,5,28,0,-6,0,10,0
2506014,2007,16,RB,0,0,0,0,0,7,11,0,8,0,4,0
2506014,2007,17,RB,0,0,0,0,0,11,42,0,0,0,9,0
2506014,2006,1,RB,0,0,0,0,0,10,37,1,0,0,9,0
2506014,2006,2,RB,0,0,0,0,0,13,138,0,17,0,73,0
2506014,2006,4,RB,0,0,0,0,0,7,46,0,0,0,19,0
2506014,2006,5,RB,0,0,0,0,0,11,56,0,0,0,23,0
2506014,2006,6,RB,0,0,0,0,0,1,0,0,0,0,0,0
2506014,2006,7,RB,0,0,0,0,0,4,18,0,0,0,6,0
2506014,2006,8,RB,0,0,0,0,0,5,28,1,0,0,14,0
2506014,2006,9,RB,0,0,0,0,0,2,21,0,0,0,21,0
2506014,2006,10,RB,0,0,0,0,0,1,1,0,0,0,1,0
2506014,2006,11,RB,0,0,0,0,0,4,12,0,0,0,11,0
2506014,2006,15,RB,0,0,0,0,0,7,58,0,0,0,25,0
2506014,2006,16,RB,0,0,0,0,0,4,29,0,0,0,21,0
2506014,2006,17,RB,0,0,0,0,0,11,58,0,30,0,14,0
2506014,2005,1,RB,0,0,0,0,0,2,7,0,0,0,7,0
2506014,2005,2,RB,0,0,0,0,0,1,6,0,0,0,6,0
2506014,2005,3,RB,0,0,0,0,0,7,12,0,0,0,4,0
2506014,2005,4,RB,0,0,0,0,0,11,44,0,0,0,18,0
2506014,2005,5,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2005,6,RB,0,0,0,0,0,7,50,0,0,0,15,0
2506014,2005,7,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2005,8,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2005,9,RB,0,0,0,0,0,4,18,0,0,0,6,0
2506014,2005,11,RB,0,0,0,0,0,8,48,1,0,0,9,0
2506014,2005,12,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2005,13,RB,0,0,0,0,0,7,34,1,0,0,14,0
2506014,2005,14,RB,0,0,0,0,0,1,4,0,0,0,4,0
2506014,2005,15,RB,0,0,0,0,0,8,113,1,0,0,83,0
2506014,2005,16,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2005,17,RB,0,0,0,0,0,1,-1,0,0,0,-1,0
2506014,2004,1,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2004,2,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2004,3,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2004,4,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2004,5,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2004,6,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2004,7,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2004,8,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2004,9,RB,0,0,0,0,0,5,17,0,0,0,8,0
2506014,2004,11,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2004,12,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2004,15,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2004,16,RB,0,0,0,0,0,0,0,0,0,0,0,0
2506014,2004,17,RB,0,0,0,0,0,15,87,0,8,0,30,1
